award_id,tender_id,project_name,contractor,contract_amount,contract_date,participants_count,prefecture,municipality,use_type,floor_area_m2,bid_method,evaluation_score,price_score
AWD-2024-00439,TND-2024-00439,令和6年度　丸山ダムカメラ設備修繕,名古屋通信工業株式会社,890000,2025-02-27,2,福岡県,北九州市,施設,100,随意契約,,
AWD-2024-00440,TND-2024-00440,【特許庁】特許庁本庁舎８階南執務室改修工事（機械設備工事）　一式,大成建設株式会社,3300000,2025-02-28,21,富山県,西部地区,庁舎,100,総合評価方式,86.1,54.9
AWD-2024-00441,TND-2024-00441,秋田森林管理署湯沢支署　第２号　森林環境保全整備事業（小安奥山国有林),北日本索道株式会社,49800000,2024-05-09,5,秋田県,北部地区,施設,164,総合評価方式,92.2,97.0
AWD-2024-00442,TND-2024-00442,令和７年度千葉第２地方合同庁舎及び千葉地方検察庁南町分室一般廃棄物収集・運搬・処分業務,大西総業株式会社,1058294,2025-02-28,20,千葉県,柏市,庁舎,100,一般競争入札,,
AWD-2024-00443,TND-2024-00443,【東京労働局】雇用保険電子申請事務センター飯田橋分室ほか3施設におけるパネル等の購入,株式会社ジョイフル,4060000,2024-07-23,25,東京都,江東区,公民館,100,指名競争入札,,
AWD-2024-00444,TND-2024-00444,令和７年度合同宿舎（単価契約）各所補修工事 （敦賀・小浜地区）,ミノルエンジニアリング株式会社,4682150,2025-03-19,20,東京都,新宿区,住宅,100,一般競争入札,,
AWD-2024-00445,TND-2024-00445,令和７年度広島拘置所自動車運行管理業務請負契約,国内ロジスティクス株式会社,10428300,2025-03-07,25,広島県,郊外地区,施設,100,一般競争入札,,
AWD-2024-00446,TND-2024-00446,令和６年度　航空機維持管理・運航業務,四国航空株式会社,112100000,2024-04-01,8,滋賀県,南部地区,施設,273,総合評価方式,68.4,87.0
AWD-2024-00447,TND-2024-00447,沼田ダム外　防災情報ネットワーク設備等機器類点検,株式会社測機社,8000000,2024-04-10,18,愛知県,東区,施設,100,指名競争入札,,
AWD-2024-00448,TND-2024-00448,福岡港湾合同庁舎ほか２庁舎維持管理業務委託,日東グローブシップ・カストディアル・サービス株式会社,132840000,2025-03-05,23,福岡県,早良区,庁舎,238,一般競争入札,,
AWD-2024-00449,TND-2024-00449,６年度十勝東部署【足寄・本別地区】保全整備造林第１号,竹中工務店株式会社,19800000,2024-05-10,2,東京都,杉並区,施設,100,指名競争入札,,
AWD-2024-00450,TND-2024-00450,令和６年度　高知河川国道事務所放送設備更新,不二電気工芸株式会社,1550000,2024-12-26,2,高知県,中央地区,施設,100,一般競争入札,,
AWD-2024-00451,TND-2024-00451,目黒税務署照明設備改修工事,株式会社パルックス,19218736,2025-03-21,18,千葉県,千葉市中央区,施設,100,総合評価方式,66.3,75.6
AWD-2024-00452,TND-2024-00452,令和6年度微生物リスク管理基礎調査委託事業（カンピロバクター属菌の性状解析）,前田建設工業株式会社,4590000,2024-04-01,18,鹿児島県,郊外地区,施設,100,随意契約,,
AWD-2024-00453,TND-2024-00453,【宮崎森林管理署】収穫調査委託事業（主伐「分収育林」）,奥村組株式会社,1200000,2024-07-02,12,宮崎県,中央地区,施設,100,総合評価方式,95.9,63.1
AWD-2024-00454,TND-2024-00454,令和６年度福岡国道事務所外４箇所庁舎等清掃,有限会社スマイルクリーン,6098000,2024-04-01,15,福岡県,早良区,庁舎,100,一般競争入札,,
AWD-2024-00455,TND-2024-00455,【北薩森林管理署】建設機械借上単価契約（川内地区２）,薩摩建設株式会社,4100000,2024-10-31,17,埼玉県,川越市,施設,100,総合評価方式,60.6,90.2
AWD-2024-00456,TND-2024-00456,自家用電気工作物の保安管理業務委託契約,安藤・間株式会社,2000000,2024-12-20,13,神奈川県,横浜市西区,施設,100,一般競争入札,,
AWD-2024-00457,TND-2024-00457,令和７年度　高松公共職業安定所ほか３庁舎で使用する電気の供給,前田建設工業株式会社,11106407,2025-02-07,10,大阪府,浪速区,庁舎,100,随意契約,,
AWD-2024-00458,TND-2024-00458,【嶺北森林管理署】物件番号7 資材運搬路等維持修繕業務 （南小川治山事業所管内の資材運搬路等）,高大建設株式会社,836500,2024-05-21,6,大分県,北部地区,施設,100,総合評価方式,86.4,51.4
AWD-2024-00459,TND-2024-00459,庁舎廃棄物収集運搬及び処分役務（可燃物（古紙））（単価契約）,株式会社ヨシモリ,1718500,2025-03-24,11,茨城県,中央地区,庁舎,100,総合評価方式,67.6,45.5
AWD-2024-00460,TND-2024-00460,第1-3号　米代東部森林管理署上小阿仁支署　森林環境保全整備事業（尻高沢地区),山一林業株式会社,105000000,2025-02-28,20,埼玉県,川越市,施設,335,総合評価方式,82.0,89.3
AWD-2024-00461,TND-2024-00461,【訂正】黒河内国有林森林環境保全整備事業南信５,株式会社そまびと,23000000,2025-03-04,9,宮崎県,東部地区,施設,100,随意契約,,
AWD-2024-00462,TND-2024-00462,岐阜地方裁判所本庁舎外６庁舎ＬＡＮ回線敷設作業,東急建設株式会社,3450000,2024-10-23,2,岐阜県,郊外地区,庁舎,100,指名競争入札,,
AWD-2024-00463,TND-2024-00463,巡視船ひりゆう高圧空気圧縮機点検整備,神山産業株式会社,1250000,2024-11-21,18,埼玉県,川越市,施設,100,随意契約,,
AWD-2024-00464,TND-2024-00464,令和７年度釧路、帯広、網走及び北見法務総合庁舎並びに浦見宿舎２号棟衛生的環境維持管理業務請負契約,日本衛生株式会社,1917800,2025-02-13,14,福岡県,北九州市,庁舎,100,一般競争入札,,
AWD-2024-00465,TND-2024-00465,令和７年度に総務省第二庁舎で使用するガスの購入,日本瓦斯株式会社,16333142,2025-02-04,23,愛知県,昭和区,庁舎,100,随意契約,,
AWD-2024-00466,TND-2024-00466,岩手北部森林管理署　第3号　収穫調査委託（小鳥谷地区）,一般財団法人森林・林業調査研究所,8800000,2024-04-25,20,岩手県,東部地区,施設,100,随意契約,,
AWD-2024-00467,TND-2024-00467,令和7年度庁舎清掃業務（沖縄労働総合庁舎及びハローワークプラザ沖縄）,戸田建設株式会社,4159000,2025-03-10,2,沖縄県,西部地区,庁舎,100,指名競争入札,,
AWD-2024-00468,TND-2024-00468,大分刑務所庁舎周辺等清掃業務委託契約,社会福祉法人大分すみれ会,1808000,2024-10-16,21,大分県,南部地区,庁舎,100,一般競争入札,,
AWD-2024-00469,TND-2024-00469,第５号　秋田森林管理署　森林環境保全整備事業（潟尻国有林）,仙北東森林組合,138000000,2024-04-23,18,秋田県,西部地区,施設,479,随意契約,,
AWD-2024-00470,TND-2024-00470,網走開発建設部本部　防火防煙ダンパー更新,鹿島建設株式会社,3280000,2024-10-31,2,大阪府,天王寺区,施設,100,随意契約,,
AWD-2024-00471,TND-2024-00471,京都国道事務所庁舎機械設備保全業務,オリックス・ファシリティーズ株式会社,4700000,2024-04-01,22,京都府,南部地区,庁舎,100,総合評価方式,92.8,99.1
AWD-2024-00472,TND-2024-00472,令和６年度 長崎管内トンネル消火設備外点検整備,エスエスエンジニア株式会社,8100000,2024-04-01,16,長崎県,東部地区,道路,118,随意契約,,
AWD-2024-00473,TND-2024-00473,本館構内ほか防犯カメラ設備その他点検保守,東京通信電設株式会社,8200000,2025-03-19,23,神奈川県,横浜市中区,庁舎,100,一般競争入札,,
AWD-2024-00474,TND-2024-00474,【日光森林管理署】令和６年度　収穫調査業務委託（藤原地区）,一般財団法人日本森林林業振興会,4960000,2024-04-12,4,島根県,西部地区,施設,100,総合評価方式,79.5,54.3
AWD-2024-00475,TND-2024-00475,電気通信施設保守業務（宮城南部）,株式会社ケーネス,1900000,2024-04-01,8,宮城県,市街地,施設,100,総合評価方式,85.1,45.6
AWD-2024-00476,TND-2024-00476,車両管理業務（富良野道路事務所外）（単価契約）,日本道路興運株式会社,19680000,2024-04-01,4,広島県,南部地区,道路,474,一般競争入札,,
AWD-2024-00477,TND-2024-00477,那覇空港エプロン照明灯改良その他工事外２件実施設計,株式会社伸和総合設計,9350000,2024-07-10,3,埼玉県,上尾市,施設,100,指名競争入札,,
AWD-2024-00478,TND-2024-00478,令和６年度鹿児島国道管内電気通信設備保守業務,五洋建設株式会社,117000000,2024-04-01,24,鹿児島県,東部地区,施設,342,指名競争入札,,
AWD-2024-00479,TND-2024-00479,【磐城森林管理署】令和６年度磐城森林管理署三坂地区外収穫調査業務委託（製品資材）,一般財団法人日本森林林業振興会,7700000,2024-07-24,2,長崎県,南部地区,施設,100,一般競争入札,,
AWD-2024-00480,TND-2024-00480,令和６年度　福岡国道管内機械設備点検整備,エスエスエンジニア株式会社,34800000,2024-04-01,16,福岡県,東区,施設,100,総合評価方式,66.5,66.3
AWD-2024-00481,TND-2024-00481,西ケ原研修合同庁舎防犯設備整備,東京通信電設株式会社,3180000,2024-10-28,6,愛知県,西区,庁舎,100,総合評価方式,65.9,68.9
AWD-2024-00482,TND-2024-00482,令和７年度 福井春山合同庁舎塵芥物収集処理業務(単価契約),熊谷組株式会社,1121800,2025-02-25,4,福井県,東部地区,庁舎,100,随意契約,,
AWD-2024-00483,TND-2024-00483,機械施設遠隔監視装置４か所改修作業,東伸電機株式会社,5000000,2024-10-18,20,群馬県,中央地区,施設,100,指名競争入札,,
AWD-2024-00484,TND-2024-00484,（R06）小浜住宅ほか５住宅消防用設備等点検その他業務,青森ドライケミカル株式会社,1097110,2024-06-19,21,大阪府,天王寺区,住宅,100,総合評価方式,86.0,90.8
AWD-2024-00485,TND-2024-00485,令和７年度三国山ARSR外１カ所無停電電源設備等保守業務,安藤・間株式会社,4000000,2025-03-14,21,福島県,東部地区,施設,100,一般競争入札,,
AWD-2024-00486,TND-2024-00486,【静岡森林管理署】小山・御殿場地区獣害防護柵点検業務委託（R6当初翌債）,株式会社シムックス,2580000,2025-03-14,21,静岡県,南部地区,施設,100,指名競争入札,,
AWD-2024-00487,TND-2024-00487,名古屋合同庁舎第１号館空調用自動制御設備及び中央監視装置保守点検業務請負契約,アズビル株式会社,2400000,2025-02-19,5,沖縄県,北部地区,庁舎,100,総合評価方式,68.8,59.8
AWD-2024-00488,TND-2024-00488,令和７年度経済産業本省等車両点検整備等業務請負,戸倉自動車工業株式会社,8201634,2025-03-18,22,神奈川県,相模原市,施設,100,指名競争入札,,
AWD-2024-00489,TND-2024-00489,庁舎警備（境港湾・空港整備事務所）,セコム株式会社,1000000,2024-12-03,6,愛知県,熱田区,庁舎,100,総合評価方式,87.5,42.2
AWD-2024-00490,TND-2024-00490,秋田森林管理署湯沢支署　造林事業請負 （湯沢皆瀬地区、 地拵・植付・除伐）,雄勝広域森林組合,2900000,2024-05-10,10,秋田県,西部地区,施設,100,一般競争入札,,
AWD-2024-00491,TND-2024-00491,長崎地裁庁舎外１４件建築物及び建築設備等点検業務,株式会社辻本英建設,780000,2025-03-14,22,長崎県,西部地区,庁舎,100,一般競争入札,,
AWD-2024-00492,TND-2024-00492,令和６年度宗谷森林管理署収穫調査業務委託２号,前田建設工業株式会社,11400000,2024-04-16,14,奈良県,東部地区,施設,100,一般競争入札,,
AWD-2024-00493,TND-2024-00493,筑西しもだて合同庁舎吸収式冷温水機部品交換工事,安藤・間株式会社,3500000,2024-08-22,21,新潟県,市街地,庁舎,100,総合評価方式,98.7,64.4
AWD-2024-00494,TND-2024-00494,令和６年度種子島空港航空保安用電気設備保守点検,株式会社南日本電設,2880000,2024-04-01,10,長野県,郊外地区,施設,100,一般競争入札,,
AWD-2024-00495,TND-2024-00495,森林環境保全整備事業（保育間伐活用型ほか 南木曽５田立）,有限会社ヤマカ木材,50880000,2024-06-04,9,青森県,南部地区,保育園,153,総合評価方式,70.0,76.0
AWD-2024-00496,TND-2024-00496,大和川河川事務所庁舎清掃等業務,株式会社ハヤシハウジング,9645000,2024-09-26,2,香川県,中央地区,庁舎,100,総合評価方式,86.4,78.2
AWD-2024-00497,TND-2024-00497,食品に残留する農薬等の成分である物質の試験法の開発・検証に関する試験ＥＰＮ等グループ試験法（農産物）［改良法］妥当性評価試験,一般財団法人東京顕微鏡院,4320000,2025-03-26,6,青森県,郊外地区,施設,100,随意契約,,
AWD-2024-00498,TND-2024-00498,令和７年度関東農政局空調設備保守点検業務（静岡）,飛島建設株式会社,1200000,2025-03-17,18,静岡県,東部地区,施設,100,一般競争入札,,
AWD-2024-00499,TND-2024-00499,由利森林管理署　令和６年度　保安林総合改良整備事業（西目地区Ｃ）,本荘由利森林組合,10380000,2024-04-08,17,山梨県,南部地区,施設,100,指名競争入札,,
AWD-2024-00500,TND-2024-00500,令和７年度大阪税関監視部庁舎他４施設清掃他業務委託,株式会社ハヤシハウジング,6650000,2025-02-12,17,大阪府,生野区,庁舎,100,一般競争入札,,
AWD-2024-00501,TND-2024-00501,弾埼灯台ほか2箇所機器改良改修工事,株式会社新日興業,10700000,2025-01-17,7,大阪府,城東区,施設,100,指名競争入札,,
AWD-2024-00502,TND-2024-00502,令和６年度日インドネシア語の対訳コーパス及び辞書の整備に関する調査事業,一般財団法人日本特許情報機構,88578157,2024-07-12,23,山口県,郊外地区,施設,247,総合評価方式,67.7,91.3
AWD-2024-00503,TND-2024-00503,留萌開発建設部　構内除雪等業務（単価契約）,堀建巧業株式会社,3900240,2024-11-06,24,富山県,中央地区,施設,100,総合評価方式,99.2,73.8
AWD-2024-00504,TND-2024-00504,北海道森林管理局令和6年度稚咲内砂丘林自然再生事業委託事業,錢高組株式会社,3188000,2024-06-20,4,北海道,中央地区,施設,100,随意契約,,
AWD-2024-00505,TND-2024-00505,令和６年度　新潟美咲合同庁舎1号館空調設備修繕作業,株式会社グローバー,15380000,2024-04-05,22,新潟県,西部地区,庁舎,100,随意契約,,
AWD-2024-00506,TND-2024-00506,塩釜港湾・空港整備事務所庁舎電話設備更新,日東通信株式会社,2280000,2024-09-10,24,千葉県,柏市,庁舎,100,総合評価方式,71.7,47.2
AWD-2024-00507,TND-2024-00507,【関東地方整備局、常陸河川国道事務所】Ｒ７－Ｒ９常陸河川国道事務所管内で使用する高圧電気,株式会社Ｕ－ＰＯＷＥＲ,84391395,2025-01-14,23,埼玉県,川越市,施設,278,一般競争入札,,
AWD-2024-00508,TND-2024-00508,名古屋検疫所庁舎　直流電源装置蓄電池及び整流器部品取替作業,相互電池産業株式会社,2650000,2024-09-02,25,山形県,西部地区,庁舎,100,指名競争入札,,
AWD-2024-00509,TND-2024-00509,標高データ整備に係る確認・調査業務（Ｒ６その２）,株式会社エスミツ,1330000,2024-12-26,2,香川県,南部地区,施設,100,総合評価方式,69.7,50.4
AWD-2024-00510,TND-2024-00510,令和６年度空知森林管理署収穫調査業務委託７号（電子調達対象案件）,東急建設株式会社,8100000,2024-04-09,11,徳島県,市街地,施設,100,一般競争入札,,
AWD-2024-00511,TND-2024-00511,南魚沼地区砕石等単価契約【中越森林管理署】,株式会社森下組,2552250,2024-05-27,23,長野県,南部地区,施設,100,一般競争入札,,
AWD-2024-00512,TND-2024-00512,６年度上川北部署【朝日地区】保全整備（保育間伐）第4号,近藤木材産業株式会社,117000000,2024-05-27,9,奈良県,郊外地区,保育園,362,一般競争入札,,
AWD-2024-00513,TND-2024-00513,令和７年度青森刑務所清掃等環境整備業務請負契約,東急建設株式会社,5862000,2025-03-21,6,青森県,南部地区,施設,100,一般競争入札,,
AWD-2024-00514,TND-2024-00514,Ｏリング（減速機整備用部品）ほか１８８点の買入（船技）,東急建設株式会社,4383000,2025-02-07,12,愛知県,西区,施設,100,指名競争入札,,
AWD-2024-00515,TND-2024-00515,令和６年度管内水門設備点検整備業務,株式会社前田製作所,23000000,2024-04-01,16,岩手県,市街地,施設,100,総合評価方式,83.5,86.7
AWD-2024-00516,TND-2024-00516,【屋久島森林管理署】令和６年度宮之浦嶽国有林森林整備（保育間伐【活用型】）請負事業,株式会社屋久林,17000000,2025-03-05,3,東京都,文京区,保育園,100,一般競争入札,,
AWD-2024-00517,TND-2024-00517,令和７年度　羽田空港官庁施設清掃業務,日本空港テクノ株式会社,80294292,2025-02-28,2,埼玉県,川越市,庁舎,150,随意契約,,
AWD-2024-00518,TND-2024-00518,石廊埼灯台鉄塔改修工事,株式会社八代産業,9623000,2024-12-13,2,東京都,墨田区,施設,100,指名競争入札,,
AWD-2024-00519,TND-2024-00519,国土技術政策総合研究所非常用発電設備点検・整備,サンユーテック株式会社,823400,2024-10-24,8,千葉県,市川市,施設,100,一般競争入札,,
AWD-2024-00520,TND-2024-00520,神戸税関管内９庁舎及び監視艇機械警備保安業務委託,セコム株式会社,7488000,2025-03-14,7,東京都,中野区,庁舎,100,総合評価方式,80.5,71.5
AWD-2024-00521,TND-2024-00521,室蘭開発建設部管内　道路事業資料作成,大日本ダイヤコンサルタント株式会社,6700000,2024-04-24,2,埼玉県,所沢市,道路,171,一般競争入札,,
AWD-2024-00522,TND-2024-00522,令和6年度十勝西部森林管理署収穫調査業務委託6号,一般財団法人森林・林業調査研究所,6200000,2025-02-05,25,岐阜県,北部地区,施設,100,総合評価方式,60.3,74.0
AWD-2024-00523,TND-2024-00523,美保MH973特別整備（追加の部）,株式会社ＳＵＢＡＲＵ,18540000,2025-02-25,9,東京都,杉並区,施設,100,総合評価方式,98.5,60.0
AWD-2024-00524,TND-2024-00524,合同庁舎空調機保守管理業務（玉名合同庁舎）,大成建設株式会社,2400000,2025-03-13,5,愛知県,港区,庁舎,100,一般競争入札,,
AWD-2024-00525,TND-2024-00525,【西都児湯署】横谷国有林135林班森林整備事業（保育間伐【活用型】・下刈外）請負,有限会社河野木材,58000000,2025-03-05,14,福岡県,久留米市,保育園,151,随意契約,,
AWD-2024-00526,TND-2024-00526,釧路高層気象観測施設におけるGPS ゾンデ飛揚業務,三興通商株式会社,10951000,2024-07-10,19,大阪府,天王寺区,施設,100,総合評価方式,83.2,47.4
AWD-2024-00527,TND-2024-00527,令和７年度五色台ビジターセンター等管理運営業務,株式会社高橋造園,18020000,2025-03-26,2,埼玉県,上尾市,公民館,100,随意契約,,
AWD-2024-00528,TND-2024-00528,沖縄地区税関麻薬探知犬飼育管理業務委託契約,有限会社やんばるライフ,3960000,2025-03-18,15,沖縄県,南部地区,施設,100,総合評価方式,79.9,65.1
AWD-2024-00529,TND-2024-00529,車両管理業務（単価契約）（空知川河川事務所）,日本道路興運株式会社,29400000,2024-04-01,17,東京都,品川区,施設,100,総合評価方式,73.3,51.8
AWD-2024-00530,TND-2024-00530,令和６年度第二四半期～８年度_報告受付管理システムに係る運用保守等業務,富士ソフト株式会社,65312000,2024-07-01,10,福岡県,城南区,施設,131,一般競争入札,,
AWD-2024-00531,TND-2024-00531,令和６年度動物の適正な飼養管理方法等に関する調査検討業務[総合評価落札方式],いであ株式会社,22000000,2024-07-12,6,愛知県,南区,施設,100,一般競争入札,,
AWD-2024-00532,TND-2024-00532,第１号物件　令和６年度宗谷森林管理署構内除排雪機械賃貸借単価契約,有限会社宗谷美装,1375000,2024-11-13,10,島根県,中央地区,施設,100,指名競争入札,,
AWD-2024-00533,TND-2024-00533,令和６年度福岡刑務所多元放映システム機器更新整備一式,三菱電機システムサービス株式会社,15800000,2024-11-27,17,福岡県,北九州市,施設,100,総合評価方式,65.4,92.6
AWD-2024-00534,TND-2024-00534,財務省本庁舎事務室整備（１期）,株式会社翔榮建設,53000000,2024-04-12,15,青森県,西部地区,庁舎,143,随意契約,,
AWD-2024-00535,TND-2024-00535,京都地方裁判所庁舎外樹木剪定等請負業務,株式会社ＦＡＲＯ,3218000,2025-03-18,20,京都府,西部地区,庁舎,100,随意契約,,
AWD-2024-00536,TND-2024-00536,施設の草刈等（再登録）,五洋建設株式会社,1500000,2024-06-07,20,奈良県,北部地区,施設,100,指名競争入札,,
AWD-2024-00537,TND-2024-00537,熊坂・大良基地区間除雪グレーダ他点検整備業務,コマツサービスエース株式会社,8308440,2024-04-01,11,秋田県,郊外地区,施設,100,指名競争入札,,
AWD-2024-00538,TND-2024-00538,令和７年度　庁舎機械警備業務委託,セコム株式会社,2127600,2025-02-07,14,福岡県,北九州市,庁舎,100,総合評価方式,99.9,73.7
AWD-2024-00539,TND-2024-00539,下関地方合同庁舎エレベーター運行管理保守業務,フジテック株式会社,1934400,2025-02-26,11,東京都,墨田区,庁舎,100,一般競争入札,,
AWD-2024-00540,TND-2024-00540,【熊本南部森林管理署】造林事業（地拵作業外４）請負事業,協栄木材株式会社,56000000,2024-07-25,18,熊本県,市街地,施設,196,一般競争入札,,
AWD-2024-00541,TND-2024-00541,令和７年度　車両管理業務（浜松）,株式会社セノン,3186000,2025-03-06,7,島根県,東部地区,施設,100,総合評価方式,81.0,71.4
AWD-2024-00542,TND-2024-00542,渡島森林管理署　第2回物品調達　第2号物件　現場用品類,株式会社あすなろ,967000,2025-02-05,5,千葉県,千葉市中央区,施設,100,随意契約,,
AWD-2024-00543,TND-2024-00543,令和７年度2050年ネット・ゼロに向けた地球温暖化対策計画の進捗管理及び温室効果ガス排出削減の検討業務【総合評価落札方式】,みずほリサーチ＆テクノロジーズ株式会社,79200000,2025-03-10,3,埼玉県,川口市,施設,181,一般競争入札,,
AWD-2024-00544,TND-2024-00544,【四国森林管理局】令和６年度 収穫調査業務委託（立木販売・経常主伐） 坂瀬国有林71 林班い小班外1 徳島森林管理署,一般財団法人日本森林林業振興会,1100000,2024-06-10,20,徳島県,中央地区,施設,100,随意契約,,
AWD-2024-00545,TND-2024-00545,令和６年度庁舎清掃業務,有限会社ダスキン佐原,1623104,2024-04-01,23,東京都,中野区,庁舎,100,一般競争入札,,
AWD-2024-00546,TND-2024-00546,令和６年度広島刑務所医薬品在庫管理システム更新整備,株式会社エバルス,2595000,2024-12-03,4,広島県,北部地区,施設,100,指名競争入札,,
AWD-2024-00547,TND-2024-00547,令和7年度高知よさこい咲都合同庁舎清掃業務委託契約,株式会社徳島四国ダイケン,5800000,2025-03-05,20,高知県,南部地区,庁舎,100,随意契約,,
AWD-2024-00548,TND-2024-00548,東京国税局が管理する合同庁舎における機械警備業務（区分８）,セコム株式会社,1684800,2025-03-11,25,東京都,港区,庁舎,100,随意契約,,
AWD-2024-00549,TND-2024-00549,令和７年度　神戸西労働基準監督署外２３施設における機械警備業務委託契約,戸田建設株式会社,4532400,2025-02-21,8,埼玉県,所沢市,施設,100,総合評価方式,66.2,87.5
AWD-2024-00550,TND-2024-00550,中部空港支局出国待機施設等警備監視業務委託契約,愛知県警備業協同組合,71137440,2025-02-18,19,神奈川県,横浜市南区,施設,241,総合評価方式,92.6,47.3
AWD-2024-00551,TND-2024-00551,合同庁舎等の機械設備総合管理等業務（６コース）,株式会社クリーン工房,38182800,2025-02-28,20,長野県,北部地区,庁舎,100,指名競争入札,,
AWD-2024-00552,TND-2024-00552,令和６年度　帯広空港ILS施設等除雪作業（帯広）,帯広通商株式会社,7674682,2024-10-01,18,千葉県,市川市,施設,100,指名競争入札,,
AWD-2024-00553,TND-2024-00553,総務省第二庁舎等における各種設備の点検・整備他業務の請負,清水建設株式会社,83662150,2025-02-05,13,大阪府,東淀川区,庁舎,236,一般競争入札,,
AWD-2024-00554,TND-2024-00554,令和６年度排水ポンプ外点検整備,株式会社大和エンジニヤリング,4750000,2024-04-01,25,福岡県,東区,施設,100,一般競争入札,,
AWD-2024-00555,TND-2024-00555,令和６年度九州防災・火山技術センター防災情報表示設備改修,光陽無線株式会社,13500000,2025-01-29,21,千葉県,市川市,公民館,100,随意契約,,
AWD-2024-00556,TND-2024-00556,【安芸森林管理署】森林環境保全整備事業（野川山1031外保育間伐【活用型】）翌債,鉄建建設株式会社,53800000,2025-03-07,15,広島県,東部地区,保育園,126,一般競争入札,,
AWD-2024-00557,TND-2024-00557,令和６年度医師等国家資格のオンライン申請に係る免許登録管理システム（医政局所管資格）改修事業一式,大林組株式会社,8670000,2024-04-30,22,山口県,東部地区,施設,100,指名競争入札,,
AWD-2024-00558,TND-2024-00558,令和７年度環境省職員健康管理業務（長時間勤務職員面接指導等）,大林組株式会社,5250000,2025-03-17,16,愛知県,中川区,施設,100,総合評価方式,89.3,68.8
AWD-2024-00559,TND-2024-00559,介護情報の電子的な共有の仕組み及び介護被保険者証の電子化の実現に向けた全体工程管理支援業務,竹中工務店株式会社,200000000,2024-04-17,17,茨城県,東部地区,施設,661,指名競争入札,,
AWD-2024-00560,TND-2024-00560,GHP空調機保守整備,東京ダイヤエアコン株式会社,880000,2025-03-27,25,岐阜県,市街地,施設,100,一般競争入札,,
AWD-2024-00561,TND-2024-00561,令和７年度日本芸術院庭園植栽維持管理業務　一式,株式会社ＲｅＲ,1489900,2025-02-21,14,福岡県,久留米市,施設,100,一般競争入札,,
AWD-2024-00562,TND-2024-00562,令和６年度花巻空港航空保安用電気設備保守点検（令和６年７月～令和７年３月）（仙台）（再度公告）,太平ビルサービス株式会社,1900000,2024-06-19,13,山梨県,郊外地区,施設,100,随意契約,,
AWD-2024-00563,TND-2024-00563,【関東地方整備局、東京国道事務所】Ｒ６東京国道管内ＰＣＢ廃棄物分析業務,サンコーコンサルタント株式会社,1300000,2024-09-26,22,東京都,豊島区,施設,100,随意契約,,
AWD-2024-00564,TND-2024-00564,し尿浄化槽維持管理契約その４,市民セレクト株式会社,2155200,2024-04-01,11,大阪府,東淀川区,施設,100,一般競争入札,,
AWD-2024-00565,TND-2024-00565,【関東森林管理局】令和６年度保護林モニタリング調査等事業,株式会社環境指標生物,12000000,2024-04-18,10,鳥取県,郊外地区,施設,100,総合評価方式,95.1,87.0
AWD-2024-00566,TND-2024-00566,多重無線通信設備（三在回線他）製造及び据付調整1式,岸本無線工業株式会社,77200000,2024-07-26,9,大阪府,城東区,施設,187,総合評価方式,99.8,47.3
AWD-2024-00567,TND-2024-00567,令和６年度神奈川労働局備品等整備計画に基づく神奈川労働局内各労働基準監署及び公共職業安定所における新規紙折機の購入,三井住友建設株式会社,1226000,2025-01-21,18,神奈川県,横浜市南区,施設,100,指名競争入札,,
AWD-2024-00568,TND-2024-00568,国立医薬品食品衛生研究所自動車管理委託業務　一式,三井住友建設株式会社,5831700,2025-02-13,15,大阪府,北区,施設,100,指名競争入札,,
AWD-2024-00569,TND-2024-00569,【利根沼田森林管理署】水上地区車両系建設機械チャーター等単価契約,須田建設株式会社,3132000,2024-04-19,25,東京都,江東区,施設,100,指名競争入札,,
AWD-2024-00570,TND-2024-00570,福井河川国道事務所電気通信施設保守業務,株式会社マルツ電波,137800000,2024-04-01,22,福井県,北部地区,施設,352,総合評価方式,71.4,40.2
AWD-2024-00571,TND-2024-00571,令和7年度外国人就労管理システムに係る管理・運営等業務,錢高組株式会社,54000000,2025-03-19,21,栃木県,市街地,施設,173,一般競争入札,,
AWD-2024-00572,TND-2024-00572,庁舎等清掃,株式会社東武,2436000,2024-04-01,18,大阪府,旭区,庁舎,100,随意契約,,
AWD-2024-00573,TND-2024-00573,庁舎定期・日常清掃及びねずみ・害虫等生息調査業務,株式会社ビルメン信越コントロールズ,3948000,2025-03-17,25,東京都,中野区,庁舎,100,総合評価方式,63.4,42.4
AWD-2024-00574,TND-2024-00574,令和７年度加古川刑務所自動車運行管理業務・庁舎等清掃業務請負契約,国内ロジスティクス株式会社,10387836,2025-02-27,15,東京都,目黒区,庁舎,100,一般競争入札,,
AWD-2024-00575,TND-2024-00575,永山新川管理センター空調機器等保守点検,飛島建設株式会社,1700000,2024-04-09,25,青森県,市街地,公民館,100,一般競争入札,,
AWD-2024-00576,TND-2024-00576,那覇第２地方合同庁舎２号館　照明設備改修工事,有限会社名嘉設備工業,13300000,2024-12-18,15,愛知県,東区,庁舎,100,指名競争入札,,
AWD-2024-00577,TND-2024-00577,令和7年度神戸税関本関庁舎警備保安業務委託 ,都市環境整美株式会社,27885000,2025-02-27,4,岡山県,東部地区,庁舎,100,一般競争入札,,
AWD-2024-00578,TND-2024-00578,令和６年度徳島保護観察所庁舎移転にかかる事務用什器等の調達契約,戸田建設株式会社,9398800,2024-09-06,16,徳島県,郊外地区,庁舎,100,総合評価方式,66.9,42.7
